Application mode,Course,Daytime/evening attendance,Mother's qualification,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Target
1,6,1,23,1,0,1,1,0,18,4,5,10.8,1.4,1.74,Graduate
1,14,1,13,0,0,1,1,0,19,4,4,7.6,2.6,0.32,Graduate
1,2,1,1,1,0,1,1,0,25,17,17,12.4,0.5,1.79,Graduate
8,11,1,1,1,0,1,1,0,18,6,6,11.1,0.6,2.02,Graduate
8,4,1,1,1,1,0,1,0,26,0,0,16.2,0.3,-0.92,Dropout
14,17,0,1,0,0,1,1,0,34,5,5,9.4,-0.8,-3.12,Graduate
1,11,1,4,1,0,0,1,0,18,0,0,12.7,3.7,-1.7,Dropout
1,2,1,3,0,0,0,1,0,18,0,0,9.4,-0.8,-3.12,Dropout
8,7,1,1,1,0,1,1,1,18,4,3,8.9,1.4,3.51,Dropout
15,4,1,22,0,0,1,1,0,20,3,3,12.4,0.5,1.79,Dropout
15,5,1,1,0,0,1,1,0,25,6,9,16.2,0.3,-0.92,Graduate
8,8,1,2,0,0,1,1,0,18,6,5,11.1,0.6,2.02,Dropout
1,4,1,13,1,0,1,1,0,19,11,12,15.5,2.8,-4.06,Graduate
1,2,1,1,1,0,1,1,0,20,0,0,10.8,1.4,1.74,Dropout
9,10,1,13,1,0,1,1,1,20,6,6,10.8,1.4,1.74,Graduate
1,7,1,3,0,0,1,1,0,20,4,4,7.6,2.6,0.32,Enrolled
1,9,1,1,1,0,1,1,1,19,0,0,11.1,0.6,2.02,Dropout
1,9,1,1,0,0,1,1,0,20,5,4,8.9,1.4,3.51,Enrolled
1,12,1,1,1,0,1,1,0,18,6,6,11.1,0.6,2.02,Enrolled
1,14,1,2,1,0,1,1,0,19,4,1,16.2,0.3,-0.92,Enrolled
9,9,1,22,1,0,0,1,0,20,0,0,9.4,-0.8,-3.12,Dropout
12,14,1,23,0,0,1,1,0,24,4,4,15.5,2.8,-4.06,Dropout
15,4,1,23,1,0,1,1,0,20,5,6,16.2,0.3,-0.92,Graduate
1,14,1,3,1,0,1,1,0,19,3,4,9.4,-0.8,-3.12,Enrolled
16,7,1,1,0,0,1,1,0,23,2,1,8.9,1.4,3.51,Dropout
8,11,1,13,1,0,1,1,0,20,6,5,7.6,2.6,0.32,Enrolled
14,3,0,19,0,0,1,1,0,21,11,8,9.4,-0.8,-3.12,Graduate
8,7,1,8,1,0,1,1,0,20,3,0,10.8,1.4,1.74,Dropout
8,7,1,22,1,0,1,1,0,21,4,4,7.6,2.6,0.32,Enrolled
1,15,1,1,0,0,1,1,1,18,6,6,11.1,0.6,2.02,Graduate
1,11,1,1,1,0,1,1,0,18,6,6,11.1,0.6,2.02,Graduate
8,9,1,3,1,0,1,1,0,18,5,4,13.9,-0.3,0.79,Enrolled
15,4,1,3,1,0,1,1,0,20,4,5,15.5,2.8,-4.06,Enrolled
8,15,1,13,0,0,1,1,1,18,6,6,16.2,0.3,-0.92,Graduate
8,15,1,22,1,0,1,1,0,19,0,0,9.4,-0.8,-3.12,Dropout
8,7,1,1,1,0,1,1,0,20,4,2,10.8,1.4,1.74,Enrolled
8,8,1,13,0,0,1,1,0,19,4,5,9.4,-0.8,-3.12,Graduate
12,17,0,22,1,1,1,1,0,33,2,2,12.7,3.7,-1.7,Dropout
16,2,1,2,1,0,1,1,0,21,12,11,8.9,1.4,3.51,Graduate
12,4,1,1,0,1,0,1,0,25,2,0,15.5,2.8,-4.06,Dropout
17,6,1,1,1,0,1,1,1,22,5,5,8.9,1.4,3.51,Dropout
12,15,1,22,0,0,1,0,0,39,4,6,10.8,1.4,1.74,Graduate
1,14,1,3,1,0,1,1,1,21,6,6,8.9,1.4,3.51,Graduate
8,11,1,1,0,0,1,0,1,19,6,4,16.2,0.3,-0.92,Graduate
12,12,1,22,0,0,1,0,1,26,6,6,7.6,2.6,0.32,Graduate
17,6,1,1,1,0,0,0,1,20,11,7,8.9,1.4,3.51,Graduate
8,14,1,1,1,0,1,0,1,25,6,5,15.5,2.8,-4.06,Enrolled
14,3,0,13,0,0,1,1,0,24,0,0,16.2,0.3,-0.92,Dropout
8,7,1,13,1,0,1,1,0,20,4,5,7.6,2.6,0.32,Graduate
12,4,1,22,0,0,1,1,0,29,6,6,13.9,-0.3,0.79,Graduate
1,15,1,1,0,0,1,1,0,20,6,6,16.2,0.3,-0.92,Graduate
15,8,1,3,1,0,1,1,0,20,4,2,13.9,-0.3,0.79,Dropout
12,14,1,13,1,0,1,1,1,24,4,5,11.1,0.6,2.02,Graduate
12,12,1,1,0,1,1,1,0,24,0,0,16.2,0.3,-0.92,Dropout
4,7,1,3,0,0,1,1,0,23,5,5,11.1,0.6,2.02,Graduate
14,13,1,1,1,0,1,1,0,20,7,8,15.5,2.8,-4.06,Graduate
8,14,1,1,1,0,1,1,0,19,6,5,15.5,2.8,-4.06,Graduate
12,4,1,22,0,0,1,1,0,28,5,6,11.1,0.6,2.02,Enrolled
15,4,1,1,1,0,1,1,1,20,6,5,13.9,-0.3,0.79,Graduate
1,5,1,23,0,0,1,1,0,18,6,6,8.9,1.4,3.51,Graduate
1,14,1,1,1,1,1,1,0,20,1,0,10.8,1.4,1.74,Dropout
12,17,0,22,1,0,1,1,0,33,5,5,10.8,1.4,1.74,Graduate
12,12,1,22,0,0,1,0,0,35,5,5,12.4,0.5,1.79,Enrolled
12,12,1,22,0,0,1,0,0,27,7,7,12.7,3.7,-1.7,Enrolled
8,15,1,23,1,0,0,0,0,19,3,3,9.4,-0.8,-3.12,Dropout
12,17,0,22,0,0,1,0,1,31,4,4,15.5,2.8,-4.06,Enrolled
1,2,1,13,1,0,1,1,0,19,0,0,9.4,-0.8,-3.12,Graduate
14,5,1,13,1,0,1,1,0,22,13,12,15.5,2.8,-4.06,Graduate
14,12,1,1,0,0,1,0,0,39,0,0,12.7,3.7,-1.7,Dropout
12,17,0,22,0,0,1,1,0,47,4,4,9.4,-0.8,-3.12,Enrolled
8,2,1,13,1,0,1,1,1,19,0,0,11.1,0.6,2.02,Graduate
5,11,1,3,1,0,1,0,0,19,6,6,12.4,0.5,1.79,Graduate
8,12,1,13,1,0,1,0,0,19,0,0,15.5,2.8,-4.06,Dropout
4,12,1,13,1,0,0,0,0,39,0,0,12.4,0.5,1.79,Dropout
8,2,1,13,1,0,1,1,0,19,12,11,8.9,1.4,3.51,Graduate
12,9,1,1,1,1,0,1,0,24,0,0,12.7,3.7,-1.7,Dropout
12,17,0,13,1,0,1,1,0,27,1,0,12.7,3.7,-1.7,Dropout
8,6,1,13,1,0,1,1,0,20,4,0,12.4,0.5,1.79,Dropout
1,14,1,13,0,0,1,1,0,21,5,4,9.4,-0.8,-3.12,Dropout
1,2,1,3,1,0,1,1,0,18,0,0,7.6,2.6,0.32,Enrolled
1,12,1,1,0,0,1,1,0,19,7,7,12.7,3.7,-1.7,Graduate
8,15,1,1,0,1,0,1,0,19,6,4,15.5,2.8,-4.06,Dropout
12,7,1,22,0,0,1,1,1,28,3,3,12.4,0.5,1.79,Graduate
6,11,1,13,1,0,0,0,0,21,6,4,13.9,-0.3,0.79,Graduate
5,12,1,3,1,1,0,0,0,23,7,7,12.7,3.7,-1.7,Dropout
12,4,1,13,0,0,1,0,0,39,2,3,15.5,2.8,-4.06,Enrolled
6,15,1,22,0,0,1,0,0,59,6,4,11.1,0.6,2.02,Graduate
4,7,1,4,0,1,1,1,0,30,4,3,13.9,-0.3,0.79,Enrolled
1,6,1,1,1,0,1,0,0,18,5,5,12.7,3.7,-1.7,Graduate
15,17,0,22,0,0,1,0,0,41,4,6,9.4,-0.8,-3.12,Enrolled
12,12,1,22,1,0,1,0,0,27,0,0,11.1,0.6,2.02,Dropout
1,10,1,23,1,0,1,0,1,18,6,6,9.4,-0.8,-3.12,Graduate
9,16,1,23,1,1,0,0,0,20,2,3,10.8,1.4,1.74,Dropout
12,7,1,22,0,0,0,0,0,32,0,0,12.7,3.7,-1.7,Dropout
8,9,1,23,1,0,1,0,0,19,3,4,9.4,-0.8,-3.12,Dropout
12,16,1,22,0,0,1,0,0,41,0,0,16.2,0.3,-0.92,Dropout
8,3,0,13,0,0,1,0,0,38,1,0,10.8,1.4,1.74,Dropout
8,5,1,1,1,0,1,0,0,19,4,6,7.6,2.6,0.32,Graduate
9,15,1,13,0,0,0,0,0,18,5,5,11.1,0.6,2.02,Enrolled
12,17,0,19,0,0,0,0,0,39,0,0,7.6,2.6,0.32,Dropout
4,11,1,22,0,0,0,0,0,37,0,0,10.8,1.4,1.74,Dropout
12,12,1,23,0,0,0,0,0,37,0,0,12.7,3.7,-1.7,Dropout
14,3,0,19,0,0,1,0,1,35,16,13,9.4,-0.8,-3.12,Graduate
14,9,1,22,0,0,1,0,0,49,10,6,12.7,3.7,-1.7,Graduate
4,9,1,22,0,0,1,0,0,52,14,12,13.9,-0.3,0.79,Graduate
1,6,1,1,1,0,1,0,0,18,5,5,9.4,-0.8,-3.12,Graduate
12,3,0,22,0,0,1,0,1,30,6,6,10.8,1.4,1.74,Graduate
1,12,1,1,1,0,1,0,0,21,7,8,11.1,0.6,2.02,Graduate
1,7,1,22,1,0,1,1,0,20,0,0,9.4,-0.8,-3.12,Dropout
8,9,1,1,1,1,1,1,0,18,0,0,7.6,2.6,0.32,Enrolled
7,2,1,22,1,0,1,1,0,19,0,0,7.6,2.6,0.32,Dropout
1,12,1,3,1,0,1,1,0,18,8,8,9.4,-0.8,-3.12,Graduate
6,1,1,2,0,0,1,1,0,20,7,4,8.9,1.4,3.51,Enrolled
8,8,1,23,1,0,1,0,0,21,5,4,12.4,0.5,1.79,Enrolled
1,9,1,1,1,0,1,0,1,22,3,5,11.1,0.6,2.02,Graduate
15,8,1,13,1,1,0,0,0,20,3,2,12.4,0.5,1.79,Enrolled
8,6,1,22,0,0,1,0,0,20,6,4,13.9,-0.3,0.79,Enrolled
8,10,1,1,1,0,1,0,1,19,6,6,12.7,3.7,-1.7,Graduate
8,12,1,13,1,0,1,0,1,18,7,8,13.9,-0.3,0.79,Graduate
1,9,1,1,1,0,1,1,0,21,4,5,11.1,0.6,2.02,Graduate
6,13,1,13,0,1,1,0,0,19,0,2,8.9,1.4,3.51,Enrolled
14,8,1,22,0,0,1,0,0,37,0,0,13.9,-0.3,0.79,Dropout
1,3,0,22,1,0,1,0,0,45,12,7,7.6,2.6,0.32,Enrolled
12,4,1,22,0,1,0,1,0,38,0,0,16.2,0.3,-0.92,Dropout
12,17,0,22,1,0,0,1,0,55,0,0,7.6,2.6,0.32,Dropout
12,4,1,22,0,1,0,0,0,28,5,4,13.9,-0.3,0.79,Dropout
4,17,0,22,0,0,1,0,0,46,8,5,8.9,1.4,3.51,Graduate
12,14,1,22,0,0,1,0,0,46,5,4,12.4,0.5,1.79,Dropout
12,17,0,13,0,0,1,0,0,28,4,4,7.6,2.6,0.32,Enrolled
1,6,1,22,1,1,0,0,0,18,3,3,7.6,2.6,0.32,Dropout
7,2,1,23,1,0,1,1,1,18,0,0,10.8,1.4,1.74,Enrolled
7,5,1,1,1,0,1,0,0,18,1,4,7.6,2.6,0.32,Enrolled
14,17,0,13,0,0,1,0,0,34,0,1,13.9,-0.3,0.79,Dropout
8,16,1,22,1,0,1,0,1,21,5,5,10.8,1.4,1.74,Dropout
1,15,1,22,1,0,1,0,1,18,5,6,15.5,2.8,-4.06,Graduate
1,2,1,17,1,0,1,1,0,20,0,0,7.6,2.6,0.32,Graduate
1,9,1,23,1,0,1,0,0,18,4,4,9.4,-0.8,-3.12,Enrolled
8,7,1,1,1,0,1,1,0,21,5,3,12.4,0.5,1.79,Enrolled
8,11,1,22,1,0,1,1,0,19,2,1,10.8,1.4,1.74,Dropout
8,3,0,1,1,0,1,1,0,22,6,6,7.6,2.6,0.32,Graduate
15,4,1,1,0,0,1,1,0,23,1,0,15.5,2.8,-4.06,Dropout
8,2,1,3,1,0,1,1,0,19,0,0,9.4,-0.8,-3.12,Dropout
1,9,1,13,1,0,1,1,0,18,4,2,10.8,1.4,1.74,Enrolled
1,2,1,23,1,1,0,1,1,19,0,0,9.4,-0.8,-3.12,Dropout
8,9,1,1,1,0,1,1,0,19,2,4,12.4,0.5,1.79,Enrolled
1,14,1,1,0,0,1,1,0,19,4,4,7.6,2.6,0.32,Enrolled
1,12,1,22,1,0,1,1,0,22,6,6,16.2,0.3,-0.92,Enrolled
1,15,1,13,0,0,1,1,1,18,6,6,13.9,-0.3,0.79,Graduate
8,10,1,22,1,0,1,1,0,18,4,5,9.4,-0.8,-3.12,Dropout
8,15,1,23,0,1,1,1,0,19,4,3,16.2,0.3,-0.92,Dropout
1,2,1,1,1,0,1,1,0,18,0,0,11.1,0.6,2.02,Graduate
8,14,1,1,0,0,1,1,0,21,6,4,15.5,2.8,-4.06,Enrolled
1,11,1,1,1,0,1,1,0,18,5,3,9.4,-0.8,-3.12,Enrolled
15,4,1,13,1,0,1,1,0,19,6,5,12.4,0.5,1.79,Graduate
12,4,1,1,0,1,0,1,0,27,2,0,8.9,1.4,3.51,Dropout
17,4,1,23,1,1,1,1,0,20,11,8,8.9,1.4,3.51,Enrolled
1,11,1,3,1,0,1,1,0,20,4,6,12.4,0.5,1.79,Graduate
1,12,1,4,1,0,1,1,0,18,8,8,9.4,-0.8,-3.12,Graduate
8,15,1,23,1,0,1,1,0,18,6,5,12.4,0.5,1.79,Enrolled
1,5,1,23,1,0,1,1,0,18,6,6,8.9,1.4,3.51,Graduate
1,9,1,1,1,0,1,1,0,18,3,2,9.4,-0.8,-3.12,Dropout
7,6,1,13,1,0,1,1,0,18,5,5,9.4,-0.8,-3.12,Enrolled
8,12,1,13,1,0,1,0,0,18,6,8,16.2,0.3,-0.92,Graduate
12,3,0,23,0,0,1,0,1,36,6,6,10.8,1.4,1.74,Graduate
12,6,1,13,1,0,1,0,0,26,3,2,15.5,2.8,-4.06,Dropout
1,6,1,22,0,0,1,0,0,19,4,4,7.6,2.6,0.32,Graduate
12,3,0,22,1,0,1,0,0,24,5,5,15.5,2.8,-4.06,Dropout
1,15,1,13,1,0,1,0,1,19,6,6,11.1,0.6,2.02,Dropout
13,14,1,1,1,0,1,0,1,20,6,5,12.7,3.7,-1.7,Graduate
9,14,1,13,1,0,1,0,0,19,6,5,11.1,0.6,2.02,Graduate
1,6,1,23,1,0,1,0,0,21,3,5,10.8,1.4,1.74,Graduate
12,13,1,22,0,0,0,0,0,50,6,4,12.7,3.7,-1.7,Dropout
12,13,1,22,0,0,1,0,0,47,6,4,12.7,3.7,-1.7,Dropout
13,16,1,1,0,0,1,0,0,24,10,9,16.2,0.3,-0.92,Dropout
12,17,0,22,0,0,0,0,0,48,1,0,15.5,2.8,-4.06,Dropout
1,6,1,22,1,0,1,0,1,18,6,5,12.4,0.5,1.79,Graduate
15,17,0,22,1,0,1,1,0,32,4,4,9.4,-0.8,-3.12,Dropout
12,7,1,22,0,1,1,1,0,24,0,0,16.2,0.3,-0.92,Dropout
12,8,1,22,0,0,1,1,0,53,4,4,9.4,-0.8,-3.12,Graduate
12,15,1,13,0,1,0,1,0,42,0,0,13.9,-0.3,0.79,Dropout
12,17,0,22,1,0,1,1,0,52,5,5,7.6,2.6,0.32,Graduate
12,17,0,22,0,0,1,1,0,49,5,5,15.5,2.8,-4.06,Graduate
8,14,1,23,0,0,1,1,1,18,6,6,16.2,0.3,-0.92,Graduate
12,8,1,1,1,0,1,1,0,37,3,4,10.8,1.4,1.74,Graduate
1,12,1,1,0,0,1,1,1,21,6,7,12.4,0.5,1.79,Graduate
1,5,1,3,1,0,1,1,0,20,11,11,16.2,0.3,-0.92,Graduate
1,12,1,1,1,0,1,0,1,19,7,8,12.4,0.5,1.79,Graduate
1,5,1,23,1,0,1,0,0,18,6,6,9.4,-0.8,-3.12,Graduate
8,12,1,1,1,0,1,0,0,18,7,8,12.4,0.5,1.79,Graduate
8,3,0,22,0,0,1,0,0,20,5,6,10.8,1.4,1.74,Graduate
8,11,1,3,1,0,1,0,0,20,5,1,10.8,1.4,1.74,Dropout
1,2,1,3,1,0,1,0,0,21,0,0,8.9,1.4,3.51,Dropout
1,2,1,1,1,0,1,0,0,22,12,11,8.9,1.4,3.51,Graduate
14,12,1,1,0,0,1,0,1,18,7,8,13.9,-0.3,0.79,Graduate
1,12,1,13,1,0,1,0,0,18,7,7,15.5,2.8,-4.06,Dropout
1,12,1,1,1,0,1,0,1,19,7,7,10.8,1.4,1.74,Graduate
1,12,1,3,0,0,1,0,0,19,7,7,12.7,3.7,-1.7,Enrolled
1,12,1,1,1,0,1,0,0,18,7,7,10.8,1.4,1.74,Graduate
4,17,0,28,0,0,1,0,0,27,5,5,11.1,0.6,2.02,Enrolled
1,13,1,13,1,0,1,0,1,20,7,8,12.4,0.5,1.79,Graduate
1,16,1,1,1,0,1,0,0,20,6,0,12.7,3.7,-1.7,Dropout
1,9,1,3,0,0,1,0,0,19,5,5,16.2,0.3,-0.92,Graduate
1,6,1,22,0,0,1,0,0,20,4,2,7.6,2.6,0.32,Enrolled
14,2,1,22,1,0,1,0,1,20,0,0,7.6,2.6,0.32,Graduate
17,6,1,1,1,0,1,0,0,27,11,7,8.9,1.4,3.51,Graduate
1,6,1,3,1,0,1,0,0,18,6,6,13.9,-0.3,0.79,Graduate
1,12,1,13,0,0,1,0,0,18,7,8,15.5,2.8,-4.06,Graduate
8,12,1,1,0,0,1,0,1,18,7,8,13.9,-0.3,0.79,Graduate
1,6,1,22,0,0,1,0,0,20,5,4,9.4,-0.8,-3.12,Graduate
1,15,1,1,1,0,1,0,0,19,6,5,11.1,0.6,2.02,Enrolled
8,10,1,1,0,0,1,0,1,20,6,6,10.8,1.4,1.74,Graduate
1,12,1,3,1,0,1,0,0,18,8,8,9.4,-0.8,-3.12,Graduate
15,5,1,1,0,1,0,0,0,22,5,5,12.4,0.5,1.79,Dropout
8,3,0,22,0,1,1,0,1,22,4,5,13.9,-0.3,0.79,Graduate
12,17,0,1,0,0,1,0,0,25,4,4,13.9,-0.3,0.79,Enrolled
1,6,1,13,0,0,1,0,0,19,6,6,15.5,2.8,-4.06,Graduate
15,8,1,3,1,0,0,0,0,21,5,4,16.2,0.3,-0.92,Dropout
12,12,1,1,1,0,1,0,0,27,7,8,16.2,0.3,-0.92,Graduate
8,12,1,1,1,0,1,0,0,18,6,6,7.6,2.6,0.32,Graduate
8,11,1,1,0,0,0,0,0,18,5,0,10.8,1.4,1.74,Dropout
8,13,1,3,1,0,1,1,0,19,0,0,11.1,0.6,2.02,Dropout
12,17,0,1,0,0,1,1,1,35,4,5,8.9,1.4,3.51,Graduate
8,6,1,22,0,0,1,1,0,23,4,5,7.6,2.6,0.32,Graduate
1,7,1,23,1,0,1,1,0,19,3,2,7.6,2.6,0.32,Enrolled
1,15,1,1,0,0,1,1,0,19,4,3,7.6,2.6,0.32,Enrolled
1,14,1,13,1,1,1,1,0,20,4,5,9.4,-0.8,-3.12,Dropout
1,14,1,2,1,0,1,1,0,21,3,4,7.6,2.6,0.32,Dropout
8,5,1,22,1,0,1,1,0,18,6,5,10.8,1.4,1.74,Graduate
1,5,1,3,1,0,1,1,0,22,6,6,9.4,-0.8,-3.12,Graduate
8,6,1,23,1,0,1,1,0,21,0,5,10.8,1.4,1.74,Graduate
4,13,1,3,0,1,0,1,0,38,3,0,13.9,-0.3,0.79,Dropout
14,2,1,22,1,0,1,1,0,19,0,0,7.6,2.6,0.32,Dropout
9,5,1,1,1,0,0,1,0,19,0,0,12.7,3.7,-1.7,Dropout
12,7,1,3,0,0,1,1,0,31,0,0,10.8,1.4,1.74,Dropout
8,14,1,23,1,0,1,1,1,19,6,6,8.9,1.4,3.51,Graduate
8,5,1,13,1,0,1,1,0,22,5,6,7.6,2.6,0.32,Graduate
12,6,1,19,0,0,1,1,0,25,0,0,7.6,2.6,0.32,Dropout
1,12,1,1,1,0,1,1,0,18,7,0,16.2,0.3,-0.92,Dropout
4,12,1,22,1,0,1,1,0,30,0,0,9.4,-0.8,-3.12,Dropout
1,12,1,23,0,0,1,1,1,18,8,8,9.4,-0.8,-3.12,Graduate
1,15,1,1,1,0,1,1,0,18,6,6,12.7,3.7,-1.7,Graduate
8,15,1,19,0,0,1,1,0,18,0,0,7.6,2.6,0.32,Dropout
1,10,1,23,1,0,1,1,0,18,6,6,10.8,1.4,1.74,Graduate
12,14,1,1,0,0,1,1,1,25,6,6,15.5,2.8,-4.06,Graduate
1,7,1,3,0,0,1,1,0,18,2,3,7.6,2.6,0.32,Enrolled
1,2,1,1,0,0,1,1,0,18,0,0,12.7,3.7,-1.7,Dropout
1,9,1,1,1,0,1,1,0,19,4,4,12.4,0.5,1.79,Enrolled
12,13,1,13,0,0,1,1,0,25,4,4,15.5,2.8,-4.06,Dropout
1,12,1,22,1,0,1,0,0,19,6,6,7.6,2.6,0.32,Graduate
15,17,0,22,0,0,1,0,0,31,4,7,9.4,-0.8,-3.12,Enrolled
1,12,1,13,1,0,1,0,1,20,8,8,9.4,-0.8,-3.12,Graduate
13,12,1,3,1,0,0,0,0,33,5,5,12.4,0.5,1.79,Dropout
8,10,1,13,1,0,1,0,1,18,6,6,12.7,3.7,-1.7,Graduate
8,12,1,1,1,0,1,0,0,19,8,8,9.4,-0.8,-3.12,Graduate
1,12,1,23,1,0,1,0,1,20,7,6,15.5,2.8,-4.06,Graduate
12,12,1,22,0,0,1,1,1,33,1,1,12.7,3.7,-1.7,Enrolled
12,7,1,23,0,0,1,1,0,24,0,2,7.6,2.6,0.32,Dropout
12,17,0,2,0,0,1,1,0,24,0,0,16.2,0.3,-0.92,Dropout
8,6,1,23,1,0,1,1,0,18,5,5,10.8,1.4,1.74,Graduate
1,11,1,22,1,0,1,0,1,18,6,5,16.2,0.3,-0.92,Graduate
1,15,1,2,1,0,1,0,1,18,6,5,10.8,1.4,1.74,Graduate
1,2,1,13,1,0,1,0,0,21,17,17,11.1,0.6,2.02,Graduate
12,17,0,22,1,0,1,0,0,38,3,4,9.4,-0.8,-3.12,Dropout
14,10,1,19,0,0,1,0,1,29,16,13,9.4,-0.8,-3.12,Graduate
15,8,1,23,1,0,1,0,1,20,4,4,16.2,0.3,-0.92,Enrolled
8,11,1,23,1,0,0,0,0,18,0,0,12.7,3.7,-1.7,Dropout
14,17,0,22,0,0,1,1,0,37,12,13,9.4,-0.8,-3.12,Graduate
1,9,1,3,0,0,1,1,0,20,5,5,12.4,0.5,1.79,Graduate
1,8,1,13,1,0,0,1,0,20,4,3,10.8,1.4,1.74,Dropout
12,7,1,22,0,1,1,1,0,40,3,2,16.2,0.3,-0.92,Dropout
12,3,0,22,0,0,1,1,0,44,9,9,12.4,0.5,1.79,Enrolled
1,9,1,1,0,0,0,1,0,21,2,3,10.8,1.4,1.74,Dropout
15,5,1,2,0,0,1,1,0,21,6,8,16.2,0.3,-0.92,Graduate
1,12,1,3,1,0,1,1,0,18,8,8,9.4,-0.8,-3.12,Graduate
1,12,1,1,1,0,1,1,0,18,6,7,13.9,-0.3,0.79,Enrolled
12,4,1,3,0,0,1,1,0,27,6,6,11.1,0.6,2.02,Graduate
12,5,1,22,0,0,0,1,0,38,0,0,10.8,1.4,1.74,Dropout
9,8,1,3,0,0,1,1,0,18,5,3,13.9,-0.3,0.79,Dropout
8,11,1,1,1,0,1,1,0,19,5,2,7.6,2.6,0.32,Enrolled
1,8,1,3,1,0,1,1,0,18,6,5,15.5,2.8,-4.06,Dropout
14,15,1,1,0,1,0,1,0,19,3,2,16.2,0.3,-0.92,Dropout
12,14,1,22,0,1,0,1,0,44,1,0,12.7,3.7,-1.7,Dropout
15,6,1,1,1,0,1,1,0,26,4,3,15.5,2.8,-4.06,Dropout
12,4,1,13,1,0,0,1,0,27,0,0,15.5,2.8,-4.06,Dropout
12,4,1,1,0,1,0,1,0,27,0,0,13.9,-0.3,0.79,Dropout
14,5,1,23,1,0,1,1,0,25,13,10,12.7,3.7,-1.7,Dropout
15,4,1,3,1,0,1,1,0,21,7,4,12.7,3.7,-1.7,Enrolled
1,2,1,23,1,0,1,1,1,19,0,0,13.9,-0.3,0.79,Graduate
8,5,1,24,1,0,1,1,0,20,5,4,15.5,2.8,-4.06,Enrolled
15,7,1,13,0,0,1,1,0,20,0,2,12.7,3.7,-1.7,Enrolled
8,7,1,3,1,1,0,1,0,20,0,0,8.9,1.4,3.51,Dropout
1,7,1,1,0,0,0,1,1,18,5,5,8.9,1.4,3.51,Enrolled
8,2,1,4,0,1,1,1,0,19,10,10,8.9,1.4,3.51,Enrolled
1,14,1,4,1,0,1,0,0,19,6,6,16.2,0.3,-0.92,Graduate
1,12,1,1,1,0,1,0,1,18,7,7,11.1,0.6,2.02,Graduate
1,10,1,13,1,1,1,0,0,20,6,6,8.9,1.4,3.51,Graduate
8,2,1,1,1,0,1,0,1,18,0,0,12.7,3.7,-1.7,Dropout
12,15,1,1,0,0,1,1,0,36,6,6,10.8,1.4,1.74,Graduate
6,9,1,22,0,1,1,1,0,19,3,4,12.4,0.5,1.79,Graduate
17,9,1,1,0,0,1,1,1,21,11,9,8.9,1.4,3.51,Graduate
1,9,1,13,1,0,1,0,0,26,0,0,15.5,2.8,-4.06,Dropout
12,4,1,1,0,1,0,0,0,29,3,1,15.5,2.8,-4.06,Dropout
15,11,1,13,0,0,0,1,0,26,8,6,11.1,0.6,2.02,Enrolled
7,16,1,22,1,0,1,0,1,23,4,5,7.6,2.6,0.32,Enrolled
12,9,1,23,0,0,1,0,0,24,2,4,16.2,0.3,-0.92,Enrolled
1,15,1,1,1,0,1,0,1,19,6,6,16.2,0.3,-0.92,Graduate
13,4,1,13,1,0,1,1,0,25,5,4,15.5,2.8,-4.06,Enrolled
8,11,1,1,1,0,1,1,0,19,5,3,9.4,-0.8,-3.12,Enrolled
1,15,1,1,0,0,0,1,0,20,0,0,10.8,1.4,1.74,Dropout
1,11,1,13,0,0,1,1,0,33,9,7,12.7,3.7,-1.7,Graduate
12,17,0,22,0,1,1,1,0,35,5,5,9.4,-0.8,-3.12,Dropout
1,9,1,22,1,0,1,1,0,23,4,4,11.1,0.6,2.02,Graduate
1,14,1,1,0,0,1,1,0,21,5,5,10.8,1.4,1.74,Enrolled
12,12,1,22,0,0,1,1,0,27,7,7,10.8,1.4,1.74,Dropout
8,9,1,3,1,1,1,1,0,19,4,2,8.9,1.4,3.51,Enrolled
14,9,1,22,0,0,1,1,0,25,3,4,9.4,-0.8,-3.12,Enrolled
12,10,1,22,0,0,1,1,0,42,0,0,15.5,2.8,-4.06,Dropout
4,17,0,22,0,0,1,1,0,27,4,4,7.6,2.6,0.32,Graduate
1,5,1,3,1,0,1,1,0,23,4,0,7.6,2.6,0.32,Dropout
8,11,1,13,1,0,1,1,1,18,6,6,8.9,1.4,3.51,Graduate
1,9,1,3,0,0,1,1,0,18,0,0,8.9,1.4,3.51,Dropout
8,6,1,1,1,0,1,1,0,22,0,0,16.2,0.3,-0.92,Dropout
14,12,1,13,1,0,1,0,0,21,4,6,13.9,-0.3,0.79,Enrolled
1,12,1,23,1,0,1,0,1,19,7,7,10.8,1.4,1.74,Graduate
1,10,1,23,1,0,1,0,1,18,6,6,10.8,1.4,1.74,Graduate
12,4,1,22,0,1,0,0,0,40,5,3,11.1,0.6,2.02,Dropout
8,11,1,23,1,1,0,0,0,20,3,0,10.8,1.4,1.74,Dropout
1,12,1,3,1,0,1,1,0,18,5,5,10.8,1.4,1.74,Dropout
14,3,0,19,0,0,1,1,0,31,12,7,7.6,2.6,0.32,Graduate
1,9,1,1,0,0,1,1,1,18,4,5,12.4,0.5,1.79,Graduate
14,14,1,13,1,0,1,1,0,22,6,4,10.8,1.4,1.74,Dropout
